TOP.691e27c8.0001abfc	START
TOP.691e36b9.0000e860	SUB.691e36bc.00051134	hashes->digests_done_new	0
TOP.691e36b9.0000e860	SUB.691e36bc.00051134	status-after-work	5
TOP.691e36b9.0000e860	SUB.691e36bc.00051134	STOP
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	START
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	mask_ctx->mask	?a?a?a?a?a
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	runtime_start	1763587773
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	runtime_stop	1763587777
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	hashes->digests_done_new	0
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	status-after-work	5
TOP.691e36b9.0000e860	SUB.691e36bc.000e7f61	STOP
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	START
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	mask_ctx->mask	?a?a?a?a?a?a
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	runtime_start	1763587777
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	runtime_stop	1763587943
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	hashes->digests_done_new	0
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	status-after-work	5
TOP.691e36b9.0000e860	SUB.691e36c1.00023116	STOP
TOP.691e36b9.0000e860	SUB.691e3767.000b3588	START
TOP.691e36b9.0000e860	SUB.691e3767.000b3588	mask_ctx->mask	?a?a?a?a?a?a?a
TOP.691e3832.000b4664	START
TOP.691e3832.000b4664	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3832.000b4664	folder_config->install_dir	.
TOP.691e3832.000b4664	folder_config->profile_dir	.
TOP.691e3832.000b4664	folder_config->session_dir	.
TOP.691e3832.000b4664	folder_config->shared_dir	.
TOP.691e3832.000b4664	user_options->encoding_from	utf-8
TOP.691e3832.000b4664	user_options->encoding_to	utf-8
TOP.691e3832.000b4664	user_options->rule_buf_l	:
TOP.691e3832.000b4664	user_options->rule_buf_r	:
TOP.691e3832.000b4664	user_options->session	hashcat
TOP.691e3832.000b4664	user_options->separator	:
TOP.691e3832.000b4664	user_options->limit	0
TOP.691e3832.000b4664	user_options->skip	0
TOP.691e3832.000b4664	user_options->attack_mode	3
TOP.691e3832.000b4664	user_options->backend_devices_virtmulti	1
TOP.691e3832.000b4664	user_options->backend_devices_virthost	1
TOP.691e3832.000b4664	user_options->backend_devices_keepfree	0
TOP.691e3832.000b4664	user_options->benchmark	0
TOP.691e3832.000b4664	user_options->benchmark_all	0
TOP.691e3832.000b4664	user_options->benchmark_max	99999
TOP.691e3832.000b4664	user_options->benchmark_min	0
TOP.691e3832.000b4664	user_options->bitmap_max	18
TOP.691e3832.000b4664	user_options->bitmap_min	16
TOP.691e3832.000b4664	user_options->debug_mode	0
TOP.691e3832.000b4664	user_options->dynamic_x	0
TOP.691e3832.000b4664	user_options->hash_info	0
TOP.691e3832.000b4664	user_options->force	0
TOP.691e3832.000b4664	user_options->hwmon	1
TOP.691e3832.000b4664	user_options->hwmon_temp_abort	90
TOP.691e3832.000b4664	user_options->hash_mode	10
TOP.691e3832.000b4664	user_options->hex_charset	0
TOP.691e3832.000b4664	user_options->hex_salt	0
TOP.691e3832.000b4664	user_options->hex_wordlist	0
TOP.691e3832.000b4664	user_options->hook_threads	8
TOP.691e3832.000b4664	user_options->identify	0
TOP.691e3832.000b4664	user_options->increment	2
TOP.691e3832.000b4664	user_options->increment_max	256
TOP.691e3832.000b4664	user_options->increment_min	1
TOP.691e3832.000b4664	user_options->keep_guessing	0
TOP.691e3832.000b4664	user_options->kernel_accel	0
TOP.691e3832.000b4664	user_options->kernel_loops	0
TOP.691e3832.000b4664	user_options->kernel_threads	0
TOP.691e3832.000b4664	user_options->keyspace	0
TOP.691e3832.000b4664	user_options->total_candidates	0
TOP.691e3832.000b4664	user_options->left	0
TOP.691e3832.000b4664	user_options->logfile	1
TOP.691e3832.000b4664	user_options->loopback	0
TOP.691e3832.000b4664	user_options->machine_readable	0
TOP.691e3832.000b4664	user_options->markov_classic	0
TOP.691e3832.000b4664	user_options->markov	1
TOP.691e3832.000b4664	user_options->markov_inverse	0
TOP.691e3832.000b4664	user_options->markov_threshold	256
TOP.691e3832.000b4664	user_options->metal_compiler_runtime	120
TOP.691e3832.000b4664	user_options->multiply_accel	1
TOP.691e3832.000b4664	user_options->backend_info	0
TOP.691e3832.000b4664	user_options->backend_vector_width	0
TOP.691e3832.000b4664	user_options->optimized_kernel	0
TOP.691e3832.000b4664	user_options->outfile_autohex	1
TOP.691e3832.000b4664	user_options->outfile_check_timer	5
TOP.691e3832.000b4664	user_options->outfile_format	3
TOP.691e3832.000b4664	user_options->outfile_json	0
TOP.691e3832.000b4664	user_options->wordlist_autohex	1
TOP.691e3832.000b4664	user_options->potfile	1
TOP.691e3832.000b4664	user_options->progress_only	0
TOP.691e3832.000b4664	user_options->quiet	0
TOP.691e3832.000b4664	user_options->remove	0
TOP.691e3832.000b4664	user_options->remove_timer	60
TOP.691e3832.000b4664	user_options->restore	0
TOP.691e3832.000b4664	user_options->restore_enable	1
TOP.691e3832.000b4664	user_options->restore_timer	1
TOP.691e3832.000b4664	user_options->rp_files_cnt	0
TOP.691e3832.000b4664	user_options->rp_gen	0
TOP.691e3832.000b4664	user_options->rp_gen_func_max	4
TOP.691e3832.000b4664	user_options->rp_gen_func_min	1
TOP.691e3832.000b4664	user_options->rp_gen_seed	0
TOP.691e3832.000b4664	user_options->runtime	0
TOP.691e3832.000b4664	user_options->scrypt_tmto	0
TOP.691e3832.000b4664	user_options->segment_size	33554432
TOP.691e3832.000b4664	user_options->self_test	1
TOP.691e3832.000b4664	user_options->slow_candidates	0
TOP.691e3832.000b4664	user_options->show	0
TOP.691e3832.000b4664	user_options->speed_only	0
TOP.691e3832.000b4664	user_options->spin_damp	0
TOP.691e3832.000b4664	user_options->status	0
TOP.691e3832.000b4664	user_options->status_json	0
TOP.691e3832.000b4664	user_options->status_timer	10
TOP.691e3832.000b4664	user_options->stdout_flag	0
TOP.691e3832.000b4664	user_options->usage	0
TOP.691e3832.000b4664	user_options->username	0
TOP.691e3832.000b4664	user_options->veracrypt_pim_start	485
TOP.691e3832.000b4664	user_options->veracrypt_pim_stop	485
TOP.691e3832.000b4664	user_options->version	0
TOP.691e3832.000b4664	user_options->workload_profile	2
TOP.691e3832.000b4664	user_options->brain_client	0
TOP.691e3832.000b4664	user_options->brain_client_features	2
TOP.691e3832.000b4664	user_options->brain_server	0
TOP.691e3832.000b4664	user_options->brain_server_timer	300
TOP.691e3832.000b4664	user_options->brain_port	6863
TOP.691e3832.000b4664	user_options->brain_session	0
TOP.691e3832.000b4664	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\h.txt
TOP.691e3832.000b4664	hashes->hashlist_mode	5
TOP.691e3832.000b4664	hashes->hashlist_format	0
TOP.691e3832.000b4664	hashes->hashes_cnt	0
TOP.691e3832.000b4664	hashes->digests_cnt	1
TOP.691e3832.000b4664	hashes->digests_done_pot	0
TOP.691e3832.000b4664	hashes->digests_done_zero	0
TOP.691e3832.000b4664	hashes->digests_done	0
TOP.691e3832.000b4664	hashes->salts_cnt	1
TOP.691e3832.000b4664	hashes->salts_done	0
TOP.691e3832.000b4664	SUB.691e3834.0002534a	START
TOP.691e3832.000b4664	SUB.691e3834.0002534a	mask_ctx->mask	?a
TOP.691e3832.000b4664	SUB.691e3834.0002534a	runtime_start	1763588148
TOP.691e3832.000b4664	SUB.691e3834.0002534a	runtime_stop	1763588148
TOP.691e3832.000b4664	SUB.691e3834.0002534a	hashes->digests_done_new	0
TOP.691e3832.000b4664	SUB.691e3834.0002534a	status-after-work	5
TOP.691e3832.000b4664	SUB.691e3834.0002534a	STOP
TOP.691e3832.000b4664	SUB.691e3834.000dc970	START
TOP.691e3832.000b4664	SUB.691e3834.000dc970	mask_ctx->mask	?a?a
TOP.691e3832.000b4664	SUB.691e3834.000dc970	runtime_start	1763588149
TOP.691e3832.000b4664	SUB.691e3834.000dc970	runtime_stop	1763588149
TOP.691e3832.000b4664	SUB.691e3834.000dc970	hashes->digests_done_new	0
TOP.691e3832.000b4664	SUB.691e3834.000dc970	status-after-work	5
TOP.691e3832.000b4664	SUB.691e3834.000dc970	STOP
TOP.691e3832.000b4664	SUB.691e3835.000866c1	START
TOP.691e3832.000b4664	SUB.691e3835.000866c1	mask_ctx->mask	?a?a?a
TOP.691e3832.000b4664	SUB.691e3835.000866c1	runtime_start	1763588150
TOP.691e3832.000b4664	SUB.691e3835.000866c1	runtime_stop	1763588150
TOP.691e3832.000b4664	SUB.691e3835.000866c1	hashes->digests_done_new	0
TOP.691e3832.000b4664	SUB.691e3835.000866c1	status-after-work	5
TOP.691e3832.000b4664	SUB.691e3835.000866c1	STOP
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	START
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	mask_ctx->mask	?a?a?a?a
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	runtime_start	1763588150
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	runtime_stop	1763588150
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	hashes->digests_done_new	0
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	status-after-work	5
TOP.691e3832.000b4664	SUB.691e3836.0002ec15	STOP
TOP.691e3832.000b4664	SUB.691e3836.000ce356	START
TOP.691e3832.000b4664	SUB.691e3836.000ce356	mask_ctx->mask	?a?a?a?a?a
TOP.691e3832.000b4664	SUB.691e3836.000ce356	runtime_start	1763588151
TOP.691e3832.000b4664	SUB.691e3836.000ce356	runtime_stop	1763588154
TOP.691e3832.000b4664	SUB.691e3836.000ce356	hashes->digests_done_new	0
TOP.691e3832.000b4664	SUB.691e3836.000ce356	status-after-work	5
TOP.691e3832.000b4664	SUB.691e3836.000ce356	STOP
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	START
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	mask_ctx->mask	?a?a?a?a?a?a
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	runtime_start	1763588155
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	runtime_stop	1763588317
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	hashes->digests_done_new	0
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	status-after-work	5
TOP.691e3832.000b4664	SUB.691e383a.000cf2ee	STOP
TOP.691e3832.000b4664	SUB.691e38dd.000da2e6	START
TOP.691e3832.000b4664	SUB.691e38dd.000da2e6	mask_ctx->mask	?a?a?a?a?a?a?a
TOP.691e3992.0003d6d5	START
TOP.691e3992.0003d6d5	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3992.0003d6d5	folder_config->install_dir	.
TOP.691e3992.0003d6d5	folder_config->profile_dir	.
TOP.691e3992.0003d6d5	folder_config->session_dir	.
TOP.691e3992.0003d6d5	folder_config->shared_dir	.
TOP.691e3992.0003d6d5	user_options->encoding_from	utf-8
TOP.691e3992.0003d6d5	user_options->encoding_to	utf-8
TOP.691e3992.0003d6d5	user_options->outfile	cracked_numbers_with_offset.txt
TOP.691e3992.0003d6d5	user_options->rule_buf_l	:
TOP.691e3992.0003d6d5	user_options->rule_buf_r	:
TOP.691e3992.0003d6d5	user_options->session	hashcat
TOP.691e3992.0003d6d5	user_options->separator	:
TOP.691e3992.0003d6d5	user_options->limit	0
TOP.691e3992.0003d6d5	user_options->skip	0
TOP.691e3992.0003d6d5	user_options->attack_mode	3
TOP.691e3992.0003d6d5	user_options->backend_devices_virtmulti	1
TOP.691e3992.0003d6d5	user_options->backend_devices_virthost	1
TOP.691e3992.0003d6d5	user_options->backend_devices_keepfree	0
TOP.691e3992.0003d6d5	user_options->benchmark	0
TOP.691e3992.0003d6d5	user_options->benchmark_all	0
TOP.691e3992.0003d6d5	user_options->benchmark_max	99999
TOP.691e3992.0003d6d5	user_options->benchmark_min	0
TOP.691e3992.0003d6d5	user_options->bitmap_max	18
TOP.691e3992.0003d6d5	user_options->bitmap_min	16
TOP.691e3992.0003d6d5	user_options->debug_mode	0
TOP.691e3992.0003d6d5	user_options->dynamic_x	0
TOP.691e3992.0003d6d5	user_options->hash_info	0
TOP.691e3992.0003d6d5	user_options->force	0
TOP.691e3992.0003d6d5	user_options->hwmon	1
TOP.691e3992.0003d6d5	user_options->hwmon_temp_abort	90
TOP.691e3992.0003d6d5	user_options->hash_mode	0
TOP.691e3992.0003d6d5	user_options->hex_charset	0
TOP.691e3992.0003d6d5	user_options->hex_salt	0
TOP.691e3992.0003d6d5	user_options->hex_wordlist	0
TOP.691e3992.0003d6d5	user_options->hook_threads	8
TOP.691e3992.0003d6d5	user_options->identify	0
TOP.691e3992.0003d6d5	user_options->increment	0
TOP.691e3992.0003d6d5	user_options->increment_max	256
TOP.691e3992.0003d6d5	user_options->increment_min	1
TOP.691e3992.0003d6d5	user_options->keep_guessing	0
TOP.691e3992.0003d6d5	user_options->kernel_accel	0
TOP.691e3992.0003d6d5	user_options->kernel_loops	0
TOP.691e3992.0003d6d5	user_options->kernel_threads	0
TOP.691e3992.0003d6d5	user_options->keyspace	0
TOP.691e3992.0003d6d5	user_options->total_candidates	0
TOP.691e3992.0003d6d5	user_options->left	0
TOP.691e3992.0003d6d5	user_options->logfile	1
TOP.691e3992.0003d6d5	user_options->loopback	0
TOP.691e3992.0003d6d5	user_options->machine_readable	0
TOP.691e3992.0003d6d5	user_options->markov_classic	0
TOP.691e3992.0003d6d5	user_options->markov	1
TOP.691e3992.0003d6d5	user_options->markov_inverse	0
TOP.691e3992.0003d6d5	user_options->markov_threshold	256
TOP.691e3992.0003d6d5	user_options->metal_compiler_runtime	120
TOP.691e3992.0003d6d5	user_options->multiply_accel	1
TOP.691e3992.0003d6d5	user_options->backend_info	0
TOP.691e3992.0003d6d5	user_options->backend_vector_width	0
TOP.691e3992.0003d6d5	user_options->optimized_kernel	0
TOP.691e3992.0003d6d5	user_options->outfile_autohex	1
TOP.691e3992.0003d6d5	user_options->outfile_check_timer	5
TOP.691e3992.0003d6d5	user_options->outfile_format	3
TOP.691e3992.0003d6d5	user_options->outfile_json	0
TOP.691e3992.0003d6d5	user_options->wordlist_autohex	1
TOP.691e3992.0003d6d5	user_options->potfile	1
TOP.691e3992.0003d6d5	user_options->progress_only	0
TOP.691e3992.0003d6d5	user_options->quiet	0
TOP.691e3992.0003d6d5	user_options->remove	1
TOP.691e3992.0003d6d5	user_options->remove_timer	60
TOP.691e3992.0003d6d5	user_options->restore	0
TOP.691e3992.0003d6d5	user_options->restore_enable	1
TOP.691e3992.0003d6d5	user_options->restore_timer	1
TOP.691e3992.0003d6d5	user_options->rp_files_cnt	0
TOP.691e3992.0003d6d5	user_options->rp_gen	0
TOP.691e3992.0003d6d5	user_options->rp_gen_func_max	4
TOP.691e3992.0003d6d5	user_options->rp_gen_func_min	1
TOP.691e3992.0003d6d5	user_options->rp_gen_seed	0
TOP.691e3992.0003d6d5	user_options->runtime	0
TOP.691e3992.0003d6d5	user_options->scrypt_tmto	0
TOP.691e3992.0003d6d5	user_options->segment_size	33554432
TOP.691e3992.0003d6d5	user_options->self_test	1
TOP.691e3992.0003d6d5	user_options->slow_candidates	0
TOP.691e3992.0003d6d5	user_options->show	0
TOP.691e3992.0003d6d5	user_options->speed_only	0
TOP.691e3992.0003d6d5	user_options->spin_damp	0
TOP.691e3992.0003d6d5	user_options->status	0
TOP.691e3992.0003d6d5	user_options->status_json	0
TOP.691e3992.0003d6d5	user_options->status_timer	10
TOP.691e3992.0003d6d5	user_options->stdout_flag	0
TOP.691e3992.0003d6d5	user_options->usage	0
TOP.691e3992.0003d6d5	user_options->username	0
TOP.691e3992.0003d6d5	user_options->veracrypt_pim_start	485
TOP.691e3992.0003d6d5	user_options->veracrypt_pim_stop	485
TOP.691e3992.0003d6d5	user_options->version	0
TOP.691e3992.0003d6d5	user_options->workload_profile	2
TOP.691e3992.0003d6d5	user_options->brain_client	0
TOP.691e3992.0003d6d5	user_options->brain_client_features	2
TOP.691e3992.0003d6d5	user_options->brain_server	0
TOP.691e3992.0003d6d5	user_options->brain_server_timer	300
TOP.691e3992.0003d6d5	user_options->brain_port	6863
TOP.691e3992.0003d6d5	user_options->brain_session	0
TOP.691e3992.0003d6d5	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\target_hashes.txt
TOP.691e3992.0003d6d5	hashes->hashlist_mode	5
TOP.691e3992.0003d6d5	hashes->hashlist_format	0
TOP.691e3992.0003d6d5	hashes->hashes_cnt	0
TOP.691e3992.0003d6d5	hashes->digests_cnt	5
TOP.691e3992.0003d6d5	hashes->digests_done_pot	0
TOP.691e3992.0003d6d5	hashes->digests_done_zero	0
TOP.691e3992.0003d6d5	hashes->digests_done	0
TOP.691e3992.0003d6d5	hashes->salts_cnt	1
TOP.691e3992.0003d6d5	hashes->salts_done	0
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	START
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	mask_ctx->mask	89?d?d?d?d?d?d?d?d?d
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	runtime_start	1763588528
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	runtime_stop	1763588528
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	hashes->digests_done_new	0
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	status-after-work	5
TOP.691e3992.0003d6d5	SUB.691e39af.0007b5e7	STOP
TOP.691e3992.0003d6d5	proc_start	1763588498
TOP.691e3992.0003d6d5	proc_stop	1763588529
TOP.691e3992.0003d6d5	STOP
TOP.691e3a08.00002cd3	START
TOP.691e3a08.00002cd3	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3a08.00002cd3	folder_config->install_dir	.
TOP.691e3a08.00002cd3	folder_config->profile_dir	.
TOP.691e3a08.00002cd3	folder_config->session_dir	.
TOP.691e3a08.00002cd3	folder_config->shared_dir	.
TOP.691e3a08.00002cd3	user_options->encoding_from	utf-8
TOP.691e3a08.00002cd3	user_options->encoding_to	utf-8
TOP.691e3a08.00002cd3	user_options->outfile	cracked_numbers_with_offset.txt
TOP.691e3a08.00002cd3	user_options->rule_buf_l	:
TOP.691e3a08.00002cd3	user_options->rule_buf_r	:
TOP.691e3a08.00002cd3	user_options->session	hashcat
TOP.691e3a08.00002cd3	user_options->separator	:
TOP.691e3a08.00002cd3	user_options->limit	0
TOP.691e3a08.00002cd3	user_options->skip	0
TOP.691e3a08.00002cd3	user_options->attack_mode	3
TOP.691e3a08.00002cd3	user_options->backend_devices_virtmulti	1
TOP.691e3a08.00002cd3	user_options->backend_devices_virthost	1
TOP.691e3a08.00002cd3	user_options->backend_devices_keepfree	0
TOP.691e3a08.00002cd3	user_options->benchmark	0
TOP.691e3a08.00002cd3	user_options->benchmark_all	0
TOP.691e3a08.00002cd3	user_options->benchmark_max	99999
TOP.691e3a08.00002cd3	user_options->benchmark_min	0
TOP.691e3a08.00002cd3	user_options->bitmap_max	18
TOP.691e3a08.00002cd3	user_options->bitmap_min	16
TOP.691e3a08.00002cd3	user_options->debug_mode	0
TOP.691e3a08.00002cd3	user_options->dynamic_x	0
TOP.691e3a08.00002cd3	user_options->hash_info	0
TOP.691e3a08.00002cd3	user_options->force	0
TOP.691e3a08.00002cd3	user_options->hwmon	1
TOP.691e3a08.00002cd3	user_options->hwmon_temp_abort	90
TOP.691e3a08.00002cd3	user_options->hash_mode	0
TOP.691e3a08.00002cd3	user_options->hex_charset	0
TOP.691e3a08.00002cd3	user_options->hex_salt	0
TOP.691e3a08.00002cd3	user_options->hex_wordlist	0
TOP.691e3a08.00002cd3	user_options->hook_threads	8
TOP.691e3a08.00002cd3	user_options->identify	0
TOP.691e3a08.00002cd3	user_options->increment	0
TOP.691e3a08.00002cd3	user_options->increment_max	256
TOP.691e3a08.00002cd3	user_options->increment_min	1
TOP.691e3a08.00002cd3	user_options->keep_guessing	0
TOP.691e3a08.00002cd3	user_options->kernel_accel	0
TOP.691e3a08.00002cd3	user_options->kernel_loops	0
TOP.691e3a08.00002cd3	user_options->kernel_threads	0
TOP.691e3a08.00002cd3	user_options->keyspace	0
TOP.691e3a08.00002cd3	user_options->total_candidates	0
TOP.691e3a08.00002cd3	user_options->left	0
TOP.691e3a08.00002cd3	user_options->logfile	1
TOP.691e3a08.00002cd3	user_options->loopback	0
TOP.691e3a08.00002cd3	user_options->machine_readable	0
TOP.691e3a08.00002cd3	user_options->markov_classic	0
TOP.691e3a08.00002cd3	user_options->markov	1
TOP.691e3a08.00002cd3	user_options->markov_inverse	0
TOP.691e3a08.00002cd3	user_options->markov_threshold	256
TOP.691e3a08.00002cd3	user_options->metal_compiler_runtime	120
TOP.691e3a08.00002cd3	user_options->multiply_accel	1
TOP.691e3a08.00002cd3	user_options->backend_info	0
TOP.691e3a08.00002cd3	user_options->backend_vector_width	0
TOP.691e3a08.00002cd3	user_options->optimized_kernel	0
TOP.691e3a08.00002cd3	user_options->outfile_autohex	1
TOP.691e3a08.00002cd3	user_options->outfile_check_timer	5
TOP.691e3a08.00002cd3	user_options->outfile_format	3
TOP.691e3a08.00002cd3	user_options->outfile_json	0
TOP.691e3a08.00002cd3	user_options->wordlist_autohex	1
TOP.691e3a08.00002cd3	user_options->potfile	1
TOP.691e3a08.00002cd3	user_options->progress_only	0
TOP.691e3a08.00002cd3	user_options->quiet	0
TOP.691e3a08.00002cd3	user_options->remove	1
TOP.691e3a08.00002cd3	user_options->remove_timer	60
TOP.691e3a08.00002cd3	user_options->restore	0
TOP.691e3a08.00002cd3	user_options->restore_enable	1
TOP.691e3a08.00002cd3	user_options->restore_timer	1
TOP.691e3a08.00002cd3	user_options->rp_files_cnt	0
TOP.691e3a08.00002cd3	user_options->rp_gen	0
TOP.691e3a08.00002cd3	user_options->rp_gen_func_max	4
TOP.691e3a08.00002cd3	user_options->rp_gen_func_min	1
TOP.691e3a08.00002cd3	user_options->rp_gen_seed	0
TOP.691e3a08.00002cd3	user_options->runtime	0
TOP.691e3a08.00002cd3	user_options->scrypt_tmto	0
TOP.691e3a08.00002cd3	user_options->segment_size	33554432
TOP.691e3a08.00002cd3	user_options->self_test	1
TOP.691e3a08.00002cd3	user_options->slow_candidates	0
TOP.691e3a08.00002cd3	user_options->show	0
TOP.691e3a08.00002cd3	user_options->speed_only	0
TOP.691e3a08.00002cd3	user_options->spin_damp	0
TOP.691e3a08.00002cd3	user_options->status	0
TOP.691e3a08.00002cd3	user_options->status_json	0
TOP.691e3a08.00002cd3	user_options->status_timer	10
TOP.691e3a08.00002cd3	user_options->stdout_flag	0
TOP.691e3a08.00002cd3	user_options->usage	0
TOP.691e3a08.00002cd3	user_options->username	0
TOP.691e3a08.00002cd3	user_options->veracrypt_pim_start	485
TOP.691e3a08.00002cd3	user_options->veracrypt_pim_stop	485
TOP.691e3a08.00002cd3	user_options->version	0
TOP.691e3a08.00002cd3	user_options->workload_profile	2
TOP.691e3a08.00002cd3	user_options->brain_client	0
TOP.691e3a08.00002cd3	user_options->brain_client_features	2
TOP.691e3a08.00002cd3	user_options->brain_server	0
TOP.691e3a08.00002cd3	user_options->brain_server_timer	300
TOP.691e3a08.00002cd3	user_options->brain_port	6863
TOP.691e3a08.00002cd3	user_options->brain_session	0
TOP.691e3a08.00002cd3	proc_start	1763588616
TOP.691e3a08.00002cd3	proc_stop	1763588616
TOP.691e3a08.00002cd3	STOP
TOP.691e3a0f.000b8e15	START
TOP.691e3a0f.000b8e15	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e3a0f.000b8e15	folder_config->install_dir	.
TOP.691e3a0f.000b8e15	folder_config->profile_dir	.
TOP.691e3a0f.000b8e15	folder_config->session_dir	.
TOP.691e3a0f.000b8e15	folder_config->shared_dir	.
TOP.691e3a0f.000b8e15	user_options->encoding_from	utf-8
TOP.691e3a0f.000b8e15	user_options->encoding_to	utf-8
TOP.691e3a0f.000b8e15	user_options->outfile	cracked_numbers_with_offset.txt
TOP.691e3a0f.000b8e15	user_options->rule_buf_l	:
TOP.691e3a0f.000b8e15	user_options->rule_buf_r	:
TOP.691e3a0f.000b8e15	user_options->session	hashcat
TOP.691e3a0f.000b8e15	user_options->separator	:
TOP.691e3a0f.000b8e15	user_options->limit	0
TOP.691e3a0f.000b8e15	user_options->skip	0
TOP.691e3a0f.000b8e15	user_options->attack_mode	3
TOP.691e3a0f.000b8e15	user_options->backend_devices_virtmulti	1
TOP.691e3a0f.000b8e15	user_options->backend_devices_virthost	1
TOP.691e3a0f.000b8e15	user_options->backend_devices_keepfree	0
TOP.691e3a0f.000b8e15	user_options->benchmark	0
TOP.691e3a0f.000b8e15	user_options->benchmark_all	0
TOP.691e3a0f.000b8e15	user_options->benchmark_max	99999
TOP.691e3a0f.000b8e15	user_options->benchmark_min	0
TOP.691e3a0f.000b8e15	user_options->bitmap_max	18
TOP.691e3a0f.000b8e15	user_options->bitmap_min	16
TOP.691e3a0f.000b8e15	user_options->debug_mode	0
TOP.691e3a0f.000b8e15	user_options->dynamic_x	0
TOP.691e3a0f.000b8e15	user_options->hash_info	0
TOP.691e3a0f.000b8e15	user_options->force	0
TOP.691e3a0f.000b8e15	user_options->hwmon	1
TOP.691e3a0f.000b8e15	user_options->hwmon_temp_abort	90
TOP.691e3a0f.000b8e15	user_options->hash_mode	0
TOP.691e3a0f.000b8e15	user_options->hex_charset	0
TOP.691e3a0f.000b8e15	user_options->hex_salt	0
TOP.691e3a0f.000b8e15	user_options->hex_wordlist	0
TOP.691e3a0f.000b8e15	user_options->hook_threads	8
TOP.691e3a0f.000b8e15	user_options->identify	0
TOP.691e3a0f.000b8e15	user_options->increment	0
TOP.691e3a0f.000b8e15	user_options->increment_max	256
TOP.691e3a0f.000b8e15	user_options->increment_min	1
TOP.691e3a0f.000b8e15	user_options->keep_guessing	0
TOP.691e3a0f.000b8e15	user_options->kernel_accel	0
TOP.691e3a0f.000b8e15	user_options->kernel_loops	0
TOP.691e3a0f.000b8e15	user_options->kernel_threads	0
TOP.691e3a0f.000b8e15	user_options->keyspace	0
TOP.691e3a0f.000b8e15	user_options->total_candidates	0
TOP.691e3a0f.000b8e15	user_options->left	0
TOP.691e3a0f.000b8e15	user_options->logfile	1
TOP.691e3a0f.000b8e15	user_options->loopback	0
TOP.691e3a0f.000b8e15	user_options->machine_readable	0
TOP.691e3a0f.000b8e15	user_options->markov_classic	0
TOP.691e3a0f.000b8e15	user_options->markov	1
TOP.691e3a0f.000b8e15	user_options->markov_inverse	0
TOP.691e3a0f.000b8e15	user_options->markov_threshold	256
TOP.691e3a0f.000b8e15	user_options->metal_compiler_runtime	120
TOP.691e3a0f.000b8e15	user_options->multiply_accel	1
TOP.691e3a0f.000b8e15	user_options->backend_info	0
TOP.691e3a0f.000b8e15	user_options->backend_vector_width	0
TOP.691e3a0f.000b8e15	user_options->optimized_kernel	0
TOP.691e3a0f.000b8e15	user_options->outfile_autohex	1
TOP.691e3a0f.000b8e15	user_options->outfile_check_timer	5
TOP.691e3a0f.000b8e15	user_options->outfile_format	3
TOP.691e3a0f.000b8e15	user_options->outfile_json	0
TOP.691e3a0f.000b8e15	user_options->wordlist_autohex	1
TOP.691e3a0f.000b8e15	user_options->potfile	1
TOP.691e3a0f.000b8e15	user_options->progress_only	0
TOP.691e3a0f.000b8e15	user_options->quiet	0
TOP.691e3a0f.000b8e15	user_options->remove	1
TOP.691e3a0f.000b8e15	user_options->remove_timer	60
TOP.691e3a0f.000b8e15	user_options->restore	0
